"Q38A","Q94","Q101","Q1","URBRUR","REGION","corruption_presidency","education","gender","age_group","urban_rural","region"
1,0,1,40,1,643,"Some","No formal schooling","Male","35-44","Urban","643"
2,4,1,44,2,640,"Most","Some secondary schooling","Male","45-54","Rural","640"
2,2,2,35,2,650,"Most","Some primary schooling","Female","35-44","Rural","650"
3,0,2,50,2,650,"All","No formal schooling","Female","45-54","Rural","650"
1,3,2,35,2,650,"Some","Primary school completed","Female","35-44","Rural","650"
3,5,2,51,1,643,"All","Secondary school completed","Female","45-54","Urban","643"
1,5,2,32,1,643,"Some","Secondary school completed","Female","25-34","Urban","643"
3,3,1,50,2,650,"All","Primary school completed","Male","45-54","Rural","650"
3,3,2,30,1,643,"All","Primary school completed","Female","25-34","Urban","643"
1,4,1,33,1,643,"Some","Some secondary schooling","Male","25-34","Urban","643"
1,6,1,42,2,654,"Some","Post-secondary qualifications","Male","35-44","Rural","654"
1,5,1,34,2,654,"Some","Secondary school completed","Male","35-44","Rural","654"
1,4,1,22,2,654,"Some","Some secondary schooling","Male","18-24","Rural","654"
1,5,2,28,2,654,"Some","Secondary school completed","Female","25-34","Rural","654"
2,5,2,41,1,643,"Most","Secondary school completed","Female","35-44","Urban","643"
1,3,2,29,2,654,"Some","Primary school completed","Female","25-34","Rural","654"
1,0,2,40,2,654,"Some","No formal schooling","Female","35-44","Rural","654"
1,2,2,34,2,654,"Some","Some primary schooling","Female","35-44","Rural","654"
1,5,1,35,2,654,"Some","Secondary school completed","Male","35-44","Rural","654"
1,3,2,39,1,643,"Some","Primary school completed","Female","35-44","Urban","643"
3,3,1,35,1,643,"All","Primary school completed","Male","35-44","Urban","643"
3,6,2,36,1,650,"All","Post-secondary qualifications","Female","35-44","Urban","650"
2,5,1,42,1,650,"Most","Secondary school completed","Male","35-44","Urban","650"
3,5,1,40,1,650,"All","Secondary school completed","Male","35-44","Urban","650"
1,5,1,40,1,650,"Some","Secondary school completed","Male","35-44","Urban","650"
2,5,2,39,1,625,"Most","Secondary school completed","Female","35-44","Urban","625"
2,5,1,56,1,625,"Most","Secondary school completed","Male","55+","Urban","625"
1,4,2,70,1,625,"Some","Some secondary schooling","Female","55+","Urban","625"
1,7,1,41,1,625,"Some","Some university","Male","35-44","Urban","625"
3,6,2,28,1,650,"All","Post-secondary qualifications","Female","25-34","Urban","650"
1,8,2,28,1,625,"Some","University completed","Female","25-34","Urban","625"
1,3,2,31,1,650,"Some","Primary school completed","Female","25-34","Urban","650"
1,4,2,42,1,625,"Some","Some secondary schooling","Female","35-44","Urban","625"
1,5,1,34,1,625,"Some","Secondary school completed","Male","35-44","Urban","625"
1,5,1,30,1,640,"Some","Secondary school completed","Male","25-34","Urban","640"
2,2,2,22,1,640,"Most","Some primary schooling","Female","18-24","Urban","640"
1,6,1,31,1,640,"Some","Post-secondary qualifications","Male","25-34","Urban","640"
3,8,2,25,1,650,"All","University completed","Female","25-34","Urban","650"
1,4,1,19,1,625,"Some","Some secondary schooling","Male","18-24","Urban","625"
2,6,1,30,2,643,"Most","Post-secondary qualifications","Male","25-34","Rural","643"
2,5,1,47,1,650,"Most","Secondary school completed","Male","45-54","Urban","650"
1,6,1,25,2,643,"Some","Post-secondary qualifications","Male","25-34","Rural","643"
1,5,1,25,2,643,"Some","Secondary school completed","Male","25-34","Rural","643"
1,6,1,32,2,643,"Some","Post-secondary qualifications","Male","25-34","Rural","643"
2,5,1,41,1,640,"Most","Secondary school completed","Male","35-44","Urban","640"
2,5,1,42,1,640,"Most","Secondary school completed","Male","35-44","Urban","640"
2,5,2,18,1,640,"Most","Secondary school completed","Female","18-24","Urban","640"
3,5,2,21,1,640,"All","Secondary school completed","Female","18-24","Urban","640"
1,3,1,55,2,654,"Some","Primary school completed","Male","55+","Rural","654"
1,3,2,39,2,654,"Some","Primary school completed","Female","35-44","Rural","654"
3,6,1,32,1,650,"All","Post-secondary qualifications","Male","25-34","Urban","650"
1,5,1,31,2,654,"Some","Secondary school completed","Male","25-34","Rural","654"
0,3,1,40,2,654,"None","Primary school completed","Male","35-44","Rural","654"
1,7,1,21,1,650,"Some","Some university","Male","18-24","Urban","650"
2,2,2,20,1,640,"Most","Some primary schooling","Female","18-24","Urban","640"
1,5,2,19,2,643,"Some","Secondary school completed","Female","18-24","Rural","643"
2,4,2,33,1,650,"Most","Some secondary schooling","Female","25-34","Urban","650"
2,4,1,21,2,654,"Most","Some secondary schooling","Male","18-24","Rural","654"
2,0,2,45,2,654,"Most","No formal schooling","Female","45-54","Rural","654"
1,0,2,30,2,654,"Some","No formal schooling","Female","25-34","Rural","654"
1,4,2,20,2,654,"Some","Some secondary schooling","Female","18-24","Rural","654"
2,4,2,36,1,640,"Most","Some secondary schooling","Female","35-44","Urban","640"
1,0,1,44,1,640,"Some","No formal schooling","Male","45-54","Urban","640"
1,5,2,20,2,643,"Some","Secondary school completed","Female","18-24","Rural","643"
3,3,2,28,1,650,"All","Primary school completed","Female","25-34","Urban","650"
2,5,2,27,1,650,"Most","Secondary school completed","Female","25-34","Urban","650"
1,3,2,28,2,643,"Some","Primary school completed","Female","25-34","Rural","643"
2,2,1,30,1,640,"Most","Some primary schooling","Male","25-34","Urban","640"
3,5,2,24,2,643,"All","Secondary school completed","Female","25-34","Rural","643"
1,5,2,22,1,650,"Some","Secondary school completed","Female","18-24","Urban","650"
2,4,1,42,1,640,"Most","Some secondary schooling","Male","35-44","Urban","640"
2,1,2,21,1,640,"Most","Informal schooling only","Female","18-24","Urban","640"
2,4,2,19,1,640,"Most","Some secondary schooling","Female","18-24","Urban","640"
3,8,1,43,1,650,"All","University completed","Male","35-44","Urban","650"
1,6,2,24,1,650,"Some","Post-secondary qualifications","Female","25-34","Urban","650"
2,5,1,50,2,646,"Most","Secondary school completed","Male","45-54","Rural","646"
2,0,2,18,2,646,"Most","No formal schooling","Female","18-24","Rural","646"
1,3,1,51,2,646,"Some","Primary school completed","Male","45-54","Rural","646"
3,0,2,31,2,646,"All","No formal schooling","Female","25-34","Rural","646"
1,3,1,65,2,646,"Some","Primary school completed","Male","55+","Rural","646"
1,5,2,18,2,622,"Some","Secondary school completed","Female","18-24","Rural","622"
1,5,1,25,2,622,"Some","Secondary school completed","Male","25-34","Rural","622"
3,6,1,60,2,622,"All","Post-secondary qualifications","Male","55+","Rural","622"
2,3,1,40,2,621,"Most","Primary school completed","Male","35-44","Rural","621"
2,0,2,19,2,637,"Most","No formal schooling","Female","18-24","Rural","637"
3,0,2,20,2,621,"All","No formal schooling","Female","18-24","Rural","621"
1,4,1,19,2,621,"Some","Some secondary schooling","Male","18-24","Rural","621"
0,0,1,49,2,637,"None","No formal schooling","Male","45-54","Rural","637"
1,6,1,30,2,621,"Some","Post-secondary qualifications","Male","25-34","Rural","621"
2,1,1,30,2,637,"Most","Informal schooling only","Male","25-34","Rural","637"
2,4,1,28,2,622,"Most","Some secondary schooling","Male","25-34","Rural","622"
1,0,1,61,2,637,"Some","No formal schooling","Male","55+","Rural","637"
2,3,2,21,2,622,"Most","Primary school completed","Female","18-24","Rural","622"
2,6,1,36,2,622,"Most","Post-secondary qualifications","Male","35-44","Rural","622"
3,5,1,55,2,646,"All","Secondary school completed","Male","55+","Rural","646"
1,3,2,19,2,646,"Some","Primary school completed","Female","18-24","Rural","646"
3,9,1,54,1,650,"All","Post-graduate","Male","55+","Urban","650"
3,6,1,42,1,650,"All","Post-secondary qualifications","Male","35-44","Urban","650"
1,6,1,31,1,650,"Some","Post-secondary qualifications","Male","25-34","Urban","650"
2,0,2,20,2,637,"Most","No formal schooling","Female","18-24","Rural","637"
2,2,1,25,2,637,"Most","Some primary schooling","Male","25-34","Rural","637"
1,6,1,36,2,621,"Some","Post-secondary qualifications","Male","35-44","Rural","621"
1,4,2,39,2,622,"Some","Some secondary schooling","Female","35-44","Rural","622"
1,1,2,39,2,621,"Some","Informal schooling only","Female","35-44","Rural","621"
3,3,2,35,1,650,"All","Primary school completed","Female","35-44","Urban","650"
1,0,2,22,2,621,"Some","No formal schooling","Female","18-24","Rural","621"
2,3,2,27,2,622,"Most","Primary school completed","Female","25-34","Rural","622"
3,0,2,38,2,637,"All","No formal schooling","Female","35-44","Rural","637"
2,0,2,19,2,621,"Most","No formal schooling","Female","18-24","Rural","621"
2,1,2,46,2,637,"Most","Informal schooling only","Female","45-54","Rural","637"
1,3,2,25,2,646,"Some","Primary school completed","Female","25-34","Rural","646"
1,0,2,27,2,646,"Some","No formal schooling","Female","25-34","Rural","646"
2,3,2,20,1,650,"Most","Primary school completed","Female","18-24","Urban","650"
3,5,2,19,1,650,"All","Secondary school completed","Female","18-24","Urban","650"
2,4,2,18,2,622,"Most","Some secondary schooling","Female","18-24","Rural","622"
3,5,1,31,2,622,"All","Secondary school completed","Male","25-34","Rural","622"
2,2,1,32,2,622,"Most","Some primary schooling","Male","25-34","Rural","622"
1,5,2,28,2,622,"Some","Secondary school completed","Female","25-34","Rural","622"
3,0,1,52,2,646,"All","No formal schooling","Male","45-54","Rural","646"
2,6,1,63,1,650,"Most","Post-secondary qualifications","Male","55+","Urban","650"
2,1,1,39,2,637,"Most","Informal schooling only","Male","35-44","Rural","637"
2,2,2,27,2,637,"Most","Some primary schooling","Female","25-34","Rural","637"
3,3,1,25,2,637,"All","Primary school completed","Male","25-34","Rural","637"
1,5,1,30,2,637,"Some","Secondary school completed","Male","25-34","Rural","637"
1,5,1,48,2,622,"Some","Secondary school completed","Male","45-54","Rural","622"
1,3,2,19,2,622,"Some","Primary school completed","Female","18-24","Rural","622"
1,5,2,31,2,622,"Some","Secondary school completed","Female","25-34","Rural","622"
3,4,1,52,2,622,"All","Some secondary schooling","Male","45-54","Rural","622"
2,5,2,20,2,621,"Most","Secondary school completed","Female","18-24","Rural","621"
1,4,1,43,2,621,"Some","Some secondary schooling","Male","35-44","Rural","621"
2,6,1,22,2,621,"Most","Post-secondary qualifications","Male","18-24","Rural","621"
2,3,1,21,2,637,"Most","Primary school completed","Male","18-24","Rural","637"
1,2,1,21,2,621,"Some","Some primary schooling","Male","18-24","Rural","621"
2,1,2,35,2,637,"Most","Informal schooling only","Female","35-44","Rural","637"
2,1,2,20,2,646,"Most","Informal schooling only","Female","18-24","Rural","646"
2,0,2,25,2,637,"Most","No formal schooling","Female","25-34","Rural","637"
1,1,2,28,2,637,"Some","Informal schooling only","Female","25-34","Rural","637"
3,5,2,20,2,646,"All","Secondary school completed","Female","18-24","Rural","646"
2,5,1,35,1,650,"Most","Secondary school completed","Male","35-44","Urban","650"
1,5,2,22,2,646,"Some","Secondary school completed","Female","18-24","Rural","646"
1,6,1,35,1,650,"Some","Post-secondary qualifications","Male","35-44","Urban","650"
3,5,2,43,1,650,"All","Secondary school completed","Female","35-44","Urban","650"
2,5,2,29,2,621,"Most","Secondary school completed","Female","25-34","Rural","621"
1,0,2,39,2,621,"Some","No formal schooling","Female","35-44","Rural","621"
2,6,1,25,2,621,"Most","Post-secondary qualifications","Male","25-34","Rural","621"
3,5,1,32,1,650,"All","Secondary school completed","Male","25-34","Urban","650"
3,5,2,31,1,650,"All","Secondary school completed","Female","25-34","Urban","650"
2,0,2,30,2,621,"Most","No formal schooling","Female","25-34","Rural","621"
1,5,2,30,1,650,"Some","Secondary school completed","Female","25-34","Urban","650"
3,6,2,36,1,650,"All","Post-secondary qualifications","Female","35-44","Urban","650"
3,5,1,23,1,650,"All","Secondary school completed","Male","18-24","Urban","650"
2,1,1,48,2,646,"Most","Informal schooling only","Male","45-54","Rural","646"
1,5,1,20,2,622,"Some","Secondary school completed","Male","18-24","Rural","622"
3,4,2,30,2,622,"All","Some secondary schooling","Female","25-34","Rural","622"
1,5,1,31,2,637,"Some","Secondary school completed","Male","25-34","Rural","637"
1,7,1,46,2,637,"Some","Some university","Male","45-54","Rural","637"
1,5,1,28,2,622,"Some","Secondary school completed","Male","25-34","Rural","622"
2,4,1,24,2,637,"Most","Some secondary schooling","Male","25-34","Rural","637"
3,2,2,60,2,622,"All","Some primary schooling","Female","55+","Rural","622"
2,5,2,19,2,637,"Most","Secondary school completed","Female","18-24","Rural","637"
3,4,1,40,2,647,"All","Some secondary schooling","Male","35-44","Rural","647"
1,2,2,25,2,637,"Some","Some primary schooling","Female","25-34","Rural","637"
1,8,1,40,2,647,"Some","University completed","Male","35-44","Rural","647"
2,6,1,53,2,621,"Most","Post-secondary qualifications","Male","45-54","Rural","621"
2,5,2,19,2,622,"Most","Secondary school completed","Female","18-24","Rural","622"
1,8,1,20,2,621,"Some","University completed","Male","18-24","Rural","621"
0,4,2,30,2,622,"None","Some secondary schooling","Female","25-34","Rural","622"
1,8,1,25,2,621,"Some","University completed","Male","25-34","Rural","621"
2,3,2,23,2,637,"Most","Primary school completed","Female","18-24","Rural","637"
2,4,1,47,2,637,"Most","Some secondary schooling","Male","45-54","Rural","637"
0,6,2,22,2,637,"None","Post-secondary qualifications","Female","18-24","Rural","637"
1,4,1,35,2,622,"Some","Some secondary schooling","Male","35-44","Rural","622"
3,5,1,18,2,622,"All","Secondary school completed","Male","18-24","Rural","622"
1,5,2,31,2,647,"Some","Secondary school completed","Female","25-34","Rural","647"
3,3,2,34,2,647,"All","Primary school completed","Female","35-44","Rural","647"
3,5,2,21,2,647,"All","Secondary school completed","Female","18-24","Rural","647"
1,6,1,25,2,646,"Some","Post-secondary qualifications","Male","25-34","Rural","646"
3,0,1,24,2,647,"All","No formal schooling","Male","25-34","Rural","647"
2,2,2,48,2,621,"Most","Some primary schooling","Female","45-54","Rural","621"
3,1,1,20,2,646,"All","Informal schooling only","Male","18-24","Rural","646"
1,5,1,30,2,646,"Some","Secondary school completed","Male","25-34","Rural","646"
2,8,1,60,2,646,"Most","University completed","Male","55+","Rural","646"
1,5,1,30,2,621,"Some","Secondary school completed","Male","25-34","Rural","621"
1,5,1,35,2,637,"Some","Secondary school completed","Male","35-44","Rural","637"
1,8,2,33,2,621,"Some","University completed","Female","25-34","Rural","621"
2,5,2,20,2,637,"Most","Secondary school completed","Female","18-24","Rural","637"
2,0,1,32,2,637,"Most","No formal schooling","Male","25-34","Rural","637"
1,5,1,37,2,637,"Some","Secondary school completed","Male","35-44","Rural","637"
1,7,2,22,2,621,"Some","Some university","Female","18-24","Rural","621"
3,4,1,25,2,647,"All","Some secondary schooling","Male","25-34","Rural","647"
2,1,2,25,2,646,"Most","Informal schooling only","Female","25-34","Rural","646"
2,5,2,19,2,646,"Most","Secondary school completed","Female","18-24","Rural","646"
3,6,2,36,2,647,"All","Post-secondary qualifications","Female","35-44","Rural","647"
1,1,2,24,2,637,"Some","Informal schooling only","Female","25-34","Rural","637"
2,3,1,29,2,637,"Most","Primary school completed","Male","25-34","Rural","637"
1,4,1,35,2,622,"Some","Some secondary schooling","Male","35-44","Rural","622"
2,4,2,23,2,622,"Most","Some secondary schooling","Female","18-24","Rural","622"
2,6,1,62,2,622,"Most","Post-secondary qualifications","Male","55+","Rural","622"
2,6,2,28,2,646,"Most","Post-secondary qualifications","Female","25-34","Rural","646"
3,5,1,35,2,622,"All","Secondary school completed","Male","35-44","Rural","622"
1,5,1,26,2,647,"Some","Secondary school completed","Male","25-34","Rural","647"
1,4,2,19,2,637,"Some","Some secondary schooling","Female","18-24","Rural","637"
2,4,2,36,2,637,"Most","Some secondary schooling","Female","35-44","Rural","637"
1,5,2,32,2,622,"Some","Secondary school completed","Female","25-34","Rural","622"
2,0,2,27,2,646,"Most","No formal schooling","Female","25-34","Rural","646"
1,3,2,28,2,647,"Some","Primary school completed","Female","25-34","Rural","647"
1,3,2,28,2,622,"Some","Primary school completed","Female","25-34","Rural","622"
1,6,1,75,2,622,"Some","Post-secondary qualifications","Male","55+","Rural","622"
3,7,1,59,2,646,"All","Some university","Male","55+","Rural","646"
2,5,2,25,2,622,"Most","Secondary school completed","Female","25-34","Rural","622"
1,7,2,44,2,647,"Some","Some university","Female","45-54","Rural","647"
1,5,1,32,2,646,"Some","Secondary school completed","Male","25-34","Rural","646"
3,3,2,33,2,647,"All","Primary school completed","Female","25-34","Rural","647"
2,6,1,22,2,647,"Most","Post-secondary qualifications","Male","18-24","Rural","647"
2,0,2,18,2,646,"Most","No formal schooling","Female","18-24","Rural","646"
1,0,2,45,2,646,"Some","No formal schooling","Female","45-54","Rural","646"
2,0,2,20,2,646,"Most","No formal schooling","Female","18-24","Rural","646"
3,7,2,20,2,647,"All","Some university","Female","18-24","Rural","647"
3,6,1,30,2,647,"All","Post-secondary qualifications","Male","25-34","Rural","647"
1,1,2,54,1,621,"Some","Informal schooling only","Female","55+","Urban","621"
1,6,1,34,1,621,"Some","Post-secondary qualifications","Male","35-44","Urban","621"
1,1,1,20,1,621,"Some","Informal schooling only","Male","18-24","Urban","621"
1,5,1,28,1,621,"Some","Secondary school completed","Male","25-34","Urban","621"
1,1,2,25,2,646,"Some","Informal schooling only","Female","25-34","Rural","646"
1,4,1,49,1,621,"Some","Some secondary schooling","Male","45-54","Urban","621"
2,6,1,32,2,646,"Most","Post-secondary qualifications","Male","25-34","Rural","646"
1,6,2,51,1,621,"Some","Post-secondary qualifications","Female","45-54","Urban","621"
1,0,2,58,1,621,"Some","No formal schooling","Female","55+","Urban","621"
1,5,2,34,1,621,"Some","Secondary school completed","Female","35-44","Urban","621"
2,5,1,24,2,646,"Most","Secondary school completed","Male","25-34","Rural","646"
1,0,1,49,2,637,"Some","No formal schooling","Male","45-54","Rural","637"
1,3,1,59,2,637,"Some","Primary school completed","Male","55+","Rural","637"
2,2,1,39,2,637,"Most","Some primary schooling","Male","35-44","Rural","637"
2,0,2,21,2,637,"Most","No formal schooling","Female","18-24","Rural","637"
3,0,2,25,1,646,"All","No formal schooling","Female","25-34","Urban","646"
3,3,2,54,2,647,"All","Primary school completed","Female","55+","Rural","647"
3,3,1,66,2,647,"All","Primary school completed","Male","55+","Rural","647"
1,0,2,60,2,637,"Some","No formal schooling","Female","55+","Rural","637"
3,5,1,32,2,647,"All","Secondary school completed","Male","25-34","Rural","647"
2,5,2,21,2,622,"Most","Secondary school completed","Female","18-24","Rural","622"
3,5,1,34,2,622,"All","Secondary school completed","Male","35-44","Rural","622"
3,6,1,67,2,622,"All","Post-secondary qualifications","Male","55+","Rural","622"
1,6,1,25,2,647,"Some","Post-secondary qualifications","Male","25-34","Rural","647"
2,0,1,18,2,637,"Most","No formal schooling","Male","18-24","Rural","637"
1,4,2,45,2,622,"Some","Some secondary schooling","Female","45-54","Rural","622"
1,9,1,19,1,646,"Some","Post-graduate","Male","18-24","Urban","646"
2,0,2,21,2,637,"Most","No formal schooling","Female","18-24","Rural","637"
3,0,2,26,2,637,"All","No formal schooling","Female","25-34","Rural","637"
1,6,1,36,1,646,"Some","Post-secondary qualifications","Male","35-44","Urban","646"
3,4,1,25,2,645,"All","Some secondary schooling","Male","25-34","Rural","645"
1,4,1,29,2,622,"Some","Some secondary schooling","Male","25-34","Rural","622"
3,5,2,40,2,622,"All","Secondary school completed","Female","35-44","Rural","622"
3,6,2,38,2,647,"All","Post-secondary qualifications","Female","35-44","Rural","647"
1,4,1,60,2,622,"Some","Some secondary schooling","Male","55+","Rural","622"
1,5,2,30,2,647,"Some","Secondary school completed","Female","25-34","Rural","647"
2,3,2,57,2,622,"Most","Primary school completed","Female","55+","Rural","622"
1,5,2,20,1,646,"Some","Secondary school completed","Female","18-24","Urban","646"
3,5,2,37,2,647,"All","Secondary school completed","Female","35-44","Rural","647"
2,3,2,18,1,646,"Most","Primary school completed","Female","18-24","Urban","646"
2,3,1,43,2,647,"Most","Primary school completed","Male","35-44","Rural","647"
2,0,1,45,1,646,"Most","No formal schooling","Male","45-54","Urban","646"
1,0,2,45,1,646,"Some","No formal schooling","Female","45-54","Urban","646"
1,3,1,48,1,637,"Some","Primary school completed","Male","45-54","Urban","637"
0,4,1,41,1,637,"None","Some secondary schooling","Male","35-44","Urban","637"
1,5,2,20,1,637,"Some","Secondary school completed","Female","18-24","Urban","637"
1,7,1,41,1,646,"Some","Some university","Male","35-44","Urban","646"
2,5,1,27,1,646,"Most","Secondary school completed","Male","25-34","Urban","646"
1,3,2,39,1,637,"Some","Primary school completed","Female","35-44","Urban","637"
2,5,1,37,1,637,"Most","Secondary school completed","Male","35-44","Urban","637"
1,7,2,30,1,646,"Some","Some university","Female","25-34","Urban","646"
3,5,2,41,2,645,"All","Secondary school completed","Female","35-44","Rural","645"
0,0,2,36,1,637,"None","No formal schooling","Female","35-44","Urban","637"
2,3,2,27,1,637,"Most","Primary school completed","Female","25-34","Urban","637"
2,5,1,41,1,646,"Most","Secondary school completed","Male","35-44","Urban","646"
2,6,1,40,1,646,"Most","Post-secondary qualifications","Male","35-44","Urban","646"
1,6,2,33,2,627,"Some","Post-secondary qualifications","Female","25-34","Rural","627"
1,3,1,39,2,627,"Some","Primary school completed","Male","35-44","Rural","627"
2,6,1,37,2,627,"Most","Post-secondary qualifications","Male","35-44","Rural","627"
1,5,1,23,2,627,"Some","Secondary school completed","Male","18-24","Rural","627"
2,5,2,38,1,646,"Most","Secondary school completed","Female","35-44","Urban","646"
3,6,2,37,1,646,"All","Post-secondary qualifications","Female","35-44","Urban","646"
1,6,1,70,2,627,"Some","Post-secondary qualifications","Male","55+","Rural","627"
1,4,2,52,2,627,"Some","Some secondary schooling","Female","45-54","Rural","627"
1,0,2,20,2,627,"Some","No formal schooling","Female","18-24","Rural","627"
3,5,1,29,1,647,"All","Secondary school completed","Male","25-34","Urban","647"
2,5,2,38,1,647,"Most","Secondary school completed","Female","35-44","Urban","647"
1,5,2,28,2,627,"Some","Secondary school completed","Female","25-34","Rural","627"
3,5,1,31,1,647,"All","Secondary school completed","Male","25-34","Urban","647"
2,5,2,25,1,646,"Most","Secondary school completed","Female","25-34","Urban","646"
1,5,1,28,1,647,"Some","Secondary school completed","Male","25-34","Urban","647"
2,8,1,30,1,646,"Most","University completed","Male","25-34","Urban","646"
3,4,2,40,1,647,"All","Some secondary schooling","Female","35-44","Urban","647"
3,8,1,68,1,647,"All","University completed","Male","55+","Urban","647"
3,8,2,37,1,647,"All","University completed","Female","35-44","Urban","647"
1,8,2,37,1,647,"Some","University completed","Female","35-44","Urban","647"
3,3,1,70,2,628,"All","Primary school completed","Male","55+","Rural","628"
1,6,1,40,2,628,"Some","Post-secondary qualifications","Male","35-44","Rural","628"
3,5,1,54,2,628,"All","Secondary school completed","Male","55+","Rural","628"
1,4,1,30,2,628,"Some","Some secondary schooling","Male","25-34","Rural","628"
1,1,1,22,2,639,"Some","Informal schooling only","Male","18-24","Rural","639"
2,1,1,35,2,639,"Most","Informal schooling only","Male","35-44","Rural","639"
2,0,1,20,2,639,"Most","No formal schooling","Male","18-24","Rural","639"
2,0,2,22,2,639,"Most","No formal schooling","Female","18-24","Rural","639"
1,5,2,25,2,628,"Some","Secondary school completed","Female","25-34","Rural","628"
1,4,2,25,2,628,"Some","Some secondary schooling","Female","25-34","Rural","628"
1,5,2,28,2,628,"Some","Secondary school completed","Female","25-34","Rural","628"
2,0,2,18,2,639,"Most","No formal schooling","Female","18-24","Rural","639"
2,1,1,26,2,639,"Most","Informal schooling only","Male","25-34","Rural","639"
2,7,2,21,2,639,"Most","Some university","Female","18-24","Rural","639"
1,1,2,36,2,639,"Some","Informal schooling only","Female","35-44","Rural","639"
3,5,1,28,1,647,"All","Secondary school completed","Male","25-34","Urban","647"
1,5,1,32,1,647,"Some","Secondary school completed","Male","25-34","Urban","647"
2,6,2,26,1,647,"Most","Post-secondary qualifications","Female","25-34","Urban","647"
3,4,1,50,1,647,"All","Some secondary schooling","Male","45-54","Urban","647"
2,5,1,58,2,645,"Most","Secondary school completed","Male","55+","Rural","645"
2,7,1,33,2,645,"Most","Some university","Male","25-34","Rural","645"
3,5,1,42,2,645,"All","Secondary school completed","Male","35-44","Rural","645"
1,1,1,20,2,627,"Some","Informal schooling only","Male","18-24","Rural","627"
1,5,1,34,2,627,"Some","Secondary school completed","Male","35-44","Rural","627"
2,0,2,40,2,627,"Most","No formal schooling","Female","35-44","Rural","627"
1,3,1,45,2,627,"Some","Primary school completed","Male","45-54","Rural","627"
1,3,2,27,1,647,"Some","Primary school completed","Female","25-34","Urban","647"
3,5,2,36,1,647,"All","Secondary school completed","Female","35-44","Urban","647"
2,6,2,25,2,645,"Most","Post-secondary qualifications","Female","25-34","Rural","645"
2,5,2,19,2,645,"Most","Secondary school completed","Female","18-24","Rural","645"
3,4,1,37,1,647,"All","Some secondary schooling","Male","35-44","Urban","647"
1,0,1,36,2,627,"Some","No formal schooling","Male","35-44","Rural","627"
1,1,2,28,2,627,"Some","Informal schooling only","Female","25-34","Rural","627"
2,5,2,38,2,627,"Most","Secondary school completed","Female","35-44","Rural","627"
3,0,2,59,1,647,"All","No formal schooling","Female","55+","Urban","647"
1,0,2,45,2,627,"Some","No formal schooling","Female","45-54","Rural","627"
3,5,1,51,1,647,"All","Secondary school completed","Male","45-54","Urban","647"
3,4,2,36,1,647,"All","Some secondary schooling","Female","35-44","Urban","647"
2,1,1,26,2,639,"Most","Informal schooling only","Male","25-34","Rural","639"
2,1,1,20,2,639,"Most","Informal schooling only","Male","18-24","Rural","639"
2,1,2,23,2,639,"Most","Informal schooling only","Female","18-24","Rural","639"
1,5,1,39,1,647,"Some","Secondary school completed","Male","35-44","Urban","647"
3,5,2,34,2,645,"All","Secondary school completed","Female","35-44","Rural","645"
3,6,2,33,1,647,"All","Post-secondary qualifications","Female","25-34","Urban","647"
2,1,1,55,2,639,"Most","Informal schooling only","Male","55+","Rural","639"
2,8,1,41,1,647,"Most","University completed","Male","35-44","Urban","647"
1,0,2,30,2,639,"Some","No formal schooling","Female","25-34","Rural","639"
1,0,2,37,2,639,"Some","No formal schooling","Female","35-44","Rural","639"
2,5,2,33,1,647,"Most","Secondary school completed","Female","25-34","Urban","647"
2,0,2,29,2,639,"Most","No formal schooling","Female","25-34","Rural","639"
3,3,1,26,1,647,"All","Primary school completed","Male","25-34","Urban","647"
1,5,1,31,2,627,"Some","Secondary school completed","Male","25-34","Rural","627"
2,3,1,21,2,627,"Most","Primary school completed","Male","18-24","Rural","627"
2,1,2,40,2,627,"Most","Informal schooling only","Female","35-44","Rural","627"
1,5,1,34,2,627,"Some","Secondary school completed","Male","35-44","Rural","627"
2,5,2,25,1,647,"Most","Secondary school completed","Female","25-34","Urban","647"
1,5,2,30,2,627,"Some","Secondary school completed","Female","25-34","Rural","627"
2,6,1,25,2,627,"Most","Post-secondary qualifications","Male","25-34","Rural","627"
1,1,2,40,2,627,"Some","Informal schooling only","Female","35-44","Rural","627"
2,0,2,20,2,627,"Most","No formal schooling","Female","18-24","Rural","627"
2,5,1,28,2,645,"Most","Secondary school completed","Male","25-34","Rural","645"
1,0,2,30,2,645,"Some","No formal schooling","Female","25-34","Rural","645"
2,5,1,42,2,627,"Most","Secondary school completed","Male","35-44","Rural","627"
1,6,2,35,2,627,"Some","Post-secondary qualifications","Female","35-44","Rural","627"
1,5,1,20,2,627,"Some","Secondary school completed","Male","18-24","Rural","627"
1,2,2,58,2,628,"Some","Some primary schooling","Female","55+","Rural","628"
2,4,2,38,2,628,"Most","Some secondary schooling","Female","35-44","Rural","628"
2,6,1,21,2,627,"Most","Post-secondary qualifications","Male","18-24","Rural","627"
1,2,2,28,2,628,"Some","Some primary schooling","Female","25-34","Rural","628"
2,6,2,25,2,628,"Most","Post-secondary qualifications","Female","25-34","Rural","628"
1,6,1,51,2,645,"Some","Post-secondary qualifications","Male","45-54","Rural","645"
2,3,2,35,2,645,"Most","Primary school completed","Female","35-44","Rural","645"
1,3,1,50,2,645,"Some","Primary school completed","Male","45-54","Rural","645"
2,0,1,39,2,639,"Most","No formal schooling","Male","35-44","Rural","639"
2,2,2,21,2,639,"Most","Some primary schooling","Female","18-24","Rural","639"
